target wav1 wav2
0.1683083176612854 /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0031.flac
0.07901515066623688 /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0019.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0051.flac
0.2541077136993408 /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0019.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0001.flac
0.24819724261760712 /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0019.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0037.flac
0.24869322776794434 /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0019.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0011.flac
0.04605920612812042 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0014.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0007.flac
0.06827720254659653 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0014.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0012.flac
0.2830725610256195 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0014.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0041.flac
0.18316107988357544 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0014.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0002.flac
0.0008700452744960785 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0006.flac
0.16696758568286896 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0016.flac
0.4082925319671631 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0033.flac
0.22458426654338837 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0030.flac
0.10514141619205475 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0014.flac
-0.002104709157720208 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0024.flac
0.25558143854141235 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0021.flac
0.21173664927482605 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0030.flac
0.02222161740064621 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0014.flac
0.01967884600162506 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0013.flac
0.26880720257759094 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0012.flac
0.3666999340057373 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0022.flac
0.04330940172076225 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0000.flac
0.09708292782306671 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0048.flac
0.2728818655014038 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0006.flac
0.21635615825653076 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0014.flac
-0.0023548519238829613 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0001.flac
-0.04038210213184357 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0013.flac
0.10599983483552933 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0034.flac
0.12648636102676392 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0007.flac
0.16315142810344696 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0006.flac
0.07414758205413818 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0007.flac
0.1444094181060791 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0018.flac
0.25454720854759216 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0000.flac
0.02176002599298954 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0001.flac
-0.004277629777789116 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0022.flac
0.23205026984214783 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0010.flac
0.30548369884490967 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123859/121-123859-0002.flac
0.008820783346891403 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0004.flac
0.06790946424007416 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0008.flac
0.30044612288475037 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0013.flac
0.2560087740421295 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac
0.024303432554006577 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0029.flac
-0.10354416072368622 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0014.flac
0.25837117433547974 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac
0.34865283966064453 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0013.flac
0.08804027736186981 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0006.flac
0.10561196506023407 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0026.flac
0.30854639410972595 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0002.flac
0.2400679737329483 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0012.flac
0.020288124680519104 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0000.flac
0.03258984535932541 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0006.flac
0.26083844900131226 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0024.flac
0.23930144309997559 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac
0.06312593817710876 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0005.flac
0.02544858679175377 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0049.flac
0.12550649046897888 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac
0.2164316475391388 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0020.flac
0.05716449022293091 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0000.flac
0.12683886289596558 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0039.flac
0.5054346323013306 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0009.flac
0.3804723620414734 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0021.flac
0.034972548484802246 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0047.flac
0.1351911425590515 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0004.flac
0.2506723701953888 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/134647/1284-134647-0005.flac
0.23369546234607697 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0008.flac
0.05681755766272545 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0003.flac
0.1466403603553772 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0023.flac
0.2920200824737549 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0004.flac
0.18570752441883087 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0031.flac
-0.014917740598320961 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0015.flac
0.10097217559814453 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0024.flac
0.26174935698509216 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0004.flac
0.2415490746498108 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0028.flac
0.08365605026483536 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0003.flac
0.007009610533714294 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac
0.3752061128616333 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0016.flac
0.25377485156059265 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0040.flac
0.12381415069103241 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0009.flac
0.06877624988555908 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0009.flac
0.24237266182899475 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0002.flac
0.20338138937950134 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0005.flac
0.020002320408821106 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0022.flac
0.03893632814288139 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0006.flac
0.2399352639913559 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0041.flac
0.25337401032447815 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0026.flac
-0.09883582592010498 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0002.flac
-0.12435838580131531 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0000.flac
0.14852985739707947 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0008.flac
0.2392662763595581 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0026.flac
0.017872489988803864 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0016.flac
-0.03390655666589737 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0008.flac
0.1438148021697998 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0034.flac
0.10525399446487427 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0029.flac
0.019146287813782692 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0021.flac
0.004040496423840523 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0022.flac
0.07715816795825958 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0038.flac
-0.05462486296892166 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0022.flac
-0.03548551723361015 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0006.flac
-0.023966433480381966 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0028.flac
0.11686743795871735 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0033.flac
0.17492027580738068 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0005.flac
0.0835496112704277 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0041.flac
0.07378879189491272 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0006.flac
0.27134066820144653 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0015.flac
0.1588030904531479 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0014.flac
0.09399918466806412 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0004.flac
0.06460416316986084 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0029.flac
0.3440265357494354 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0023.flac
0.10236573219299316 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0008.flac
0.051980484277009964 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0002.flac
0.17606686055660248 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0021.flac
0.3087955117225647 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0022.flac
0.31942611932754517 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0007.flac
0.150838240981102 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0034.flac
0.12112241238355637 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0016.flac
0.3574921488761902 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0020.flac
0.31292101740837097 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0019.flac
0.24709419906139374 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0018.flac
0.1638929694890976 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135766/1221-135766-0010.flac
0.19387198984622955 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0031.flac
0.2520102262496948 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0028.flac
0.003950798884034157 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0042.flac
0.17281930148601532 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0011.flac
0.36826249957084656 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0058.flac
0.366914302110672 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0012.flac
0.03898657113313675 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0031.flac
0.18379178643226624 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0011.flac
0.31051144003868103 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0025.flac
0.1317742019891739 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0005.flac
0.06871389597654343 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0036.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0007.flac
0.007533049676567316 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0036.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0002.flac
0.3162025809288025 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0036.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0013.flac
