target wav1 wav2
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0030.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0014.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0024.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0021.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0028.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0030.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0014.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0013.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0012.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0022.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0000.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0048.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0006.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0014.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0001.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0013.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0034.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0007.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0006.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0007.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0018.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0003.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0000.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0001.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0022.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0010.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0004.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123859/121-123859-0002.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0004.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0008.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0013.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0029.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0014.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0013.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0006.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0026.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0002.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0012.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0000.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0006.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0024.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0022.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0001.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0005.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0049.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0020.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/121726/121-121726-0000.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0039.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0009.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0006.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0021.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0047.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0004.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/134647/1284-134647-0005.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0008.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0003.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0023.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0004.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0021.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0031.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0015.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0024.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0004.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0007.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0028.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0003.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0016.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0040.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/127105/121-127105-0009.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0009.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0002.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0005.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0022.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0006.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0041.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0015.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0026.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/121/123852/121-123852-0002.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0000.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0008.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0026.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0016.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135767/1221-135767-0008.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0034.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0018.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0029.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134691/1089-134691-0021.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0022.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0038.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0027.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0022.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0006.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0028.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0033.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0031.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0005.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0041.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0006.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0015.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0005.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0014.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0004.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0029.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0023.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0010.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0008.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1089/134686/1089-134686-0002.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0021.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0022.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0011.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0007.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0034.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0016.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0020.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1836/1995-1836-0013.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1826/1995-1826-0019.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0018.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1221/135766/1221-135766-0010.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0031.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0016.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0028.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141084/1580-141084-0042.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1181/1284-1181-0011.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0058.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0020.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0012.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0031.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1995/1837/1995-1837-0011.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0025.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0035.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0005.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0036.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0007.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0036.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1580/141083/1580-141083-0002.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0036.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0013.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0036.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0011.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0011.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2094/142345/2094-142345-0028.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0037.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0000.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0012.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1284/1180/1284-1180-0008.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122612/1320-122612-0003.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0024.flac
1 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0017.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0003.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0019.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1188/133604/1188-133604-0018.flac
0 /mnt/lxc/librispeech/test-clean/test-clean-audio/2300/131720/2300-131720-0019.flac /mnt/lxc/librispeech/test-clean/test-clean-audio/1320/122617/1320-122617-0011.flac
